時間,コメント,
661.986,nt,
662.426,ラプ様判断わるくなかった,
662.405,どま,
662.589,nt,
663.542,ないとら！,
664.067,どまです,
664.752,nt,
665.856,勿体ねー,
665.968,どんまいどんまい,
666.605,葛葉ほんまに勝てる,
666.845,nt,
667.486,おしい,
668.48,しゃーなしやねー,
668.801,おしい,
668.896,んｔ,
669.608,今のアカンか,
670.26,大丈夫,
671.213,nt,
672.232,いいよー,
674.147,nt,
675.453,頑張れ♡,
676.549,対よろ,
676.75,まじで判断のスピード勝負やね…！惜しい; ; ,
677.307,いや昨日より全然いい,
677.975,nt,
679.016,報告めっちゃいい,
680.119,本番コーチ喋れないのに、こんな喋ってて大丈夫か？,
680.347,パンクしちゃっただけや,
681.246,切り替えや,
681.922,今のはさすがに運が悪かったw,
682.303,のでさんつっよ,
683,やっぱのせさん強いな,
683.35,かるびエイム集中してたね。しゃーない,
683.559,nt,
683.629,がんばれー,
685.05,集中してるからしゃーない,
685.657,悩むのはしゃーなし,
686.356,かるびが武器拾って抜き返したかったね,
686.861,かるび頑張ってるの伝わるからマジで勝ってほしい,
687.453,勝ってくれー！,
688.168,ここがいい勝負してるの個人的にめっちゃ嬉しい,
692.033,がんばがんば！,
696.813,ナイスワン,
698.725,ないす耐えｗ,
702.131,水無瀬強い！,
703.088,耐え偉すぎだ,
703.854,ファイト－！,
706.957,足音,
708.056,ナイスワン,
712.165,ろれつえ,
716.789,どま,
717.399,どま,
717.886,どまどま～,
719.511,うまい！,
719.938,どま,
720.031,どま,
720.944,正直BO1は勝てると思ってる,
723.215,ナイス,
723.725,ナイス,
726.01,ラッシュは止めれんな〜,
727.969,うま,
729.423,うまい,
729.638,GJ,
729.658,ないす,
729.836,ナイス,
730.545,うま！,
730.63,ラプ様ー！！！,
731.42,ナイス！,
731.727,ナイス,
731.997,まじ！？,
732.031,ラプちゃん！！,
732.222,おお！,
732.279,がんばれ〜,
732.314,つよい！,
732.376,ないす！！！,
732.556,ナイスゥ,
732.574,ナイスゥ！,
732.563,ナイス,
734.443,ないす,
734.647,うまい！,
734.717,ほんまうまくなってる,
735.038,うまいうまい,
735.435,ラッシュ多めだ,
735.691,おしい,
735.935,ないす！,
736.343,うま,
736.37,おっしい,
736.437,ないす！,
736.766,おしいいいい,
736.729,nt,
737.317,ないす,
738.077,おしい,
738.329,おしい。,
738.635,おっしい～,
738.62,うまい,
738.656,おっしいい,
738.661,おしい！,
739.261,おしいnt,
739.386,おっし,
739.416,ないとら,
739.48,おしいいい,
739.55,nt,
739.69,おしい,
739.804,nt,
739.9,nt,
739.928,ロレ t,
740.425,おしー！,
740.431,nt,
740.562,おしい！,
740.588,nt,
740.677,おしい,
740.924,おしいい,
740.961,nt,
741.382,おしい！,
741.385,おっしい,
741.495,おしい！,
741.532,おしいいいいいいい,
741.717,nt,
741.739,おしい,
741.757,惜しかった,
741.833,おしいnt,
741.855,nt,
741.875,おしいい,
742.097,つよい！,
742.145,ラプ様強かった！,
742.231,ラプ様うまいぞ,
742.569,おしいnt,
743.256,nt,
743.486,ラプちゃん惜しい,
743.943,おっしい,
744.086,おし,
744.134,おしいおしい,
744.828,nt,
744.873,おしい,
745.867,おしいぃ,
746.014,nt,
746.076,おしい,
746.111,nt,
746.285,おしい！,
746.402,これ5番手の実力じゃないな,
746.978,おっしい,
747.107,おしいぃー！,
747.447,惜しい〜！！,
747.955,nt,
748.287,おしい,
748.361,ちょっとチルしたいな,
748.365,おし,
748.464,攻めうまいな,
748.506,おしいい,
748.698,おしいい,
749.329,ナイスです,
749.347,nt！,
749.669,まじでおしい,
749.725,めっちゃ強かったよ,
750.128,おしい！,
750.167,おっしぃ〜,
750.686,nt,
750.885,おしいいい,
752.763,nt,
752.881,nt,
754.304,ラプ様！,
754.548,ラプちゃんnt,
754.994,ラプさん強い,
755.354,惜しいんだ,
755.642,うますぎ,
758.015,ラプ様最高,
760.475,葛葉さん頑張れ♡,
761.115,ラプ様強いな,
761.74,おしいねー,
762.016,みんなエイムいいねぇ,
762.021,フィジ負けてないよぉ,
762.163,抜きポジって抜けんのかな,
762.299,ないす,
763.248,取られてるの全部おしいからいけるぞ,
763.218,のせさんはつよいよ,
764.323,対よろ,
765.075,惜しいしのせさんつよいわ,
766.392,ラプ様強いな,
767.743,ラプ様うまい,
768.099,まだまだこっからよ〜,
771.175,合わせられたらまじで強いな！,
772.757,あと一歩が……,
774.358,落ち着いて,
775.709,パラリーヤ好きや,
776.219,オペ貯金したいね,
776.215,てかサムネメチャいいね,
778.739,モク上手くなってるな,
779.03,がんばれ！！,
780.269,いる,
783.248,ラプ様うまい,
783.912,頑張れ！,
784.497,葛葉頑張ってくれ,
786.372,がんばれー！,
787.692,がんばれ！,
788.893,相手めっちゃラッシュするな,
798.636,がんばれー,
801.025,おしー,
802.012,わあ,
814.083,どま,
815.569,ありゃそこいたのかぁ,
817.544,ゴリゴリ来るね,
817.504,どま,
817.768,個々のフィジ強いなー相手,
820.601,合わせられればなあ,
821.199,ナイス,
821.271,nt,
821.66,どま,
821.902,どま,
822.037,nt,
823.557,nt,
823.681,ないとら,
823.742,nt,
823.75,どま〜,
823.955,nt,
824.256,nt,
824.438,nt,
824.803,がんばってー！,
825.255,nt,
825.53,nt,
825.779,nt,
825.973,nt,
826.123,nt,
826.168,どま！！,
826.346,nt,
826.475,nt,
826.533,nt,
827.086,nt,
828.154,ひば上手くね,
828.273,nt,
828.557,nt,
828.631,つぇ,
828.685,どま,
828.828,nt,
828.918,ntnt,
829.173,ないとら,
829.188,どま,
829.306,nt,
829.341,どま,
829.503,nt,
829.683,どまどま！！！,
829.866,nt,
829.997,nt,
830.109,nt,
830.509,どま,
831.528,フィジつえーな,
832.39,どま,
832.951,強いなぁ,
833.604,nt nt,
833.696,どまどま,
835.534,nt,
835.647,がんばれー！！,
836.619,大丈夫,
836.889,ファイトー！,
836.958,nt,
837.22,巻き返せる巻き返せる,
837.966,つええ,
839.216,ひばつええ～,
839.224,どま,
840.495,nt,
841.369,これティア5まじ？笑,
841.564,がんばれー,
842.573,頑張れ,
843.818,ひばほんとにtear5か？w,
845.028,がんばれー,
848.785,流石に優勝候補か,
848.911,みっちーだぞ、通るまで通すぞ,
849.454,フィジが強いからなぁ,
849.756,頑張れー！,
850.48,がんばれ,
853.359,タイムアウトないの？,
853.552,ファイトー！,
854.461,がんばれ…！,
854.549,今日ナイフシンプルだな,
855.978,ガンバ〜,
856.507,GO,
858.316,これ相手セット見せる気ない？固まり過ぎやし,
858.912,頑張れ〜,
859.064,全員でいきたいね,
859.776,がんばれ,
862.266,ふぁいてぃん！,
862.506,すごいなｗ,
864.053,Have fun.,
874.367,足音,
874.384,毎回葛葉と逆に来るなｗ,
875.33,葛葉IGLいけるんじゃね？,
878.038,全然振ってこないな,
883.913,ういーす,
893.75,いけるんじゃね,
894.259,ナイス,
898.909,がんばー！,
901.338,対よろ,
907.241,がんばれ,
910.333,ないすー,
911.599,がんばれー！,
913.445,ないすぅ！,
916.048,5人揃ってのリテイクだ～,
917.189,がんばれ,
917.378,ないす！,
918.713,対よろ,
919.796,nt,
922.572,ないす１,
923.368,nt,
923.728,nt,
923.788,nt,
923.889,nt,
924.36,nt,
925.239,ntnt,
925.331,nt,
925.446,ないとら,
925.473,nt,
925.49,nt,
925.555,nt,
925.658,ないすよ,
925.879,nt,
925.868,nt,
925.905,nt,
925.952,nt,
926.071,ntnt,
926.18,nt,
926.232,ないとら～,
926.255,nt,
926.623,んt,
927.774,nt,
927.725,nt,
928.112,nt,
928.225,nt,
928.394,つええ,
928.956,nt,
929.647,nt,
929.708,nt,
929.952,nt,
931.073,nt,
931.681,nt,
931.75,おしい,
931.83,nt,
931.974,nt,
932.211,流石に強いな,
932.208,んｔ,
932.212,nt,
932.5,nt,
932.839,nt,
933.305,nt,
933.495,nt,
933.701,nt,
934.018,nt,
933.996,nt,
934.213,nt,
934.49,nt,
935.304,nt,
935.739,nt,
935.921,みんな同じとこ見てたなー今,
937.195,nt,
937.231,nt,
937.383,nt,
937.409,nt,
937.594,nt,
937.767,nt〜,
938.954,つえーな,
939.047,nt,
939.084,nt,
939.189,NT,
939.355,nt,
941.37,nt,
942.56,おしいおしい,
942.908,nt,
943.247,相手フィジカルつっよ,
944.016,まだ全然大丈夫,
944.469,どまどま,
945.677,フィジ高いな,
946.092,nt,
946.281,nrt,
947.918,いい勝負してるよ！いけるぞ！,
948.284,チル,
948.301,結構混乱するねー,
948.679,つぎつぎ♡,
949.495,nt,
949.987,まぁまぁ,
953.233,さすがにtier1か,
953.524,がんばれ,
954.673,ﾋﾄﾂﾋﾄﾂな,
956.484,nt,
956.864,頑張れ,
958.136,nt!,
960.172,1本断ち切ろう,
961.16,がんばれー！,
962.257,がんばれ！！,
962.933,あと2日ほしいな,
965.001,がんばれ！,
965.953,おｗ,
966.507,頑張れぇぇぇ,
968.66,さすがに全勝してるだけあるなー,
969.514,流石に優勝候補か,
971.248,がんばれー！,
971.486,がんばれ！,
973.345,相手はフィジ以上に理解度がそれぞれ高いからなしょうがない,
978.07,ないわん,
980.042,ないす,
980.501,ナイスゥ,
982.129,ないす１,
982.51,ナイス,
983.5,ないす,
983.779,うおおおナイス,
984.999,どま,
985.204,ナイス一枚,
985.46,ナイス1,
985.729,ナイス,
985.983,うまい,
986.506,水無瀬！！,
987.891,普通の動きに変えてきたｗ,
987.874,おおお,
988.049,ナイス,
988.062,ナイスゥ,
988.244,ナイス,
988.504,ナイス！,
989.082,ナイスウルト,
990.052,ナイス！,
990.175,今日下馬評1番強いチームとなんだね,
990.48,ナイス,
991.539,ナイスナイス,
992.054,ウルト神かよ,
992.054,水無瀬さんナイス！！,
992.295,ないすぅ,
992.326,でっっっっか,
992.696,つよｗ,
993.651,一枚ナイス,
994.288,ないすー,
995.13,ナイス！,
995.864,おお,
996.284,ないす！,
998.178,ないすう,
1000.573,リーダーナイスすぎ,
1001.074,いいよ,
1001.726,ないす,
1002.383,いい削り,
1003.179,ウルトナイス,
1003.933,ないすないす,
1004.276,よく一人もってたったな,
1005.89,人数有利やで,
1007.611,かるびw,
1013.171,ないすー！,
1017.758,どま,
1023.221,おしい,
1023.925,対よろ,
1025.472,つよお,
1025.916,下,
1026.721,バラバラだ,
1027.689,いやーうまいな,
1029.857,一人一人当たっちゃった,
1032.663,シンプルに強いな,
1032.767,かるびやばすぎねーか,
1033.549,四天王方式やな,
1033.771,ロレつよ,
1033.934,きちいなあ,
1034.161,こっから負けるか,
1034.29,おしー,
1034.38,ろれえぐいなー,
1040.545,ローレンうんめえな,
1042.524,設置まで待ってよかったな,
1042.99,このナイフかっちょいいな,
1044.925,つよっ,
1045.349,がんばれー,
1046.53,どま,
1047,今のはフィジ,
1047.791,人数有利こっちか勝負しちゃったなぁ,
1048.038,フィジえぎ,
1051.849,合わせれてたらな,
1052.115,ふぁいてぃん！,
1053.912,士気挙げよう,
1055.132,不意打ちに要注意,
1058.696,フィジカルゴリ押しされてる,
1058.854,まyちょ,
1061.059,がんばれー！,
1063.59,イイネ,
1063.561,チムの練度が違うね,
1063.912,えら,
1068.906,えら,
1068.998,nt,
1069.677,nt,
1070.188,nt,
1070.36,nt,
1070.626,nt,
1071.273,リスナーは黙って見てろよ,
1071.764,nt,
1072.1,nt,
1072.171,nt,
1072.345,おしい！,
1072.503,nt,
1072.523,がんばれー,
1072.682,どんまいどんまい,
1072.697,nt,
1072.713,nt,
1072.959,どまです,
1072.948,大丈夫だよ～！こっから！,
1073,nt,
1073.472,nt,
1073.545,nt,
1073.773,nt,
1073.738,nt,
1073.8,nt,
1073.929,nt,
1073.927,どまどま,
1074.274,nt,
1074.488,どま,
1074.501,チームがんばれ！,
1074.618,nt,
1074.653,nt,
1074.777,おしい,
1075.024,大丈夫大丈夫♡,
1075.114,ないとら,
1075.228,話せてないかも、情報が,
1075.544,nt,
1076.222,nt,
1076.666,nt,
1076.704,nt,
1077.54,バラバラであたるの勿体ないな,
1077.556,んt,
1077.78,nt,
1077.883,nt,
1077.948,どまどま,
1078.209,nt,
1078.923,nt,
1079.873,nt,
1080.459,nt,
1080.474,ないとら,
1081.283,全部惜しいんよ がんばれ！,
1081.468,nt,
1081.499,どま,
1081.775,nt,
1082.35,おしいな,
1082.366,nt,
1082.536,nt！,
1082.58,nt,
1082.755,強いな,
1083.127,nt,
1083.161,nt,
1083.289,nt,
1083.409,nt,
1083.396,nt,
1083.48,nt,
1083.551,どまです,
1083.778,nt,
1083.971,おし,
1084.225,んｔ,
1084.582,がんばれ…！,
1084.659,nt,
1084.712,四天王戦か,
1085.319,nt,
1086.125,nt,
1088.565,ずっと四天王よな,
1088.819,nt,
1089.388,どんまい,
1089.878,どんまいしか言えん,
1090.021,ないエコ,
1090.554,nt,
1091.867,早めの判断ね,
1093.518,ファイティン,
1093.72,んt,
1093.755,がんばれ、,
1095.003,nt,
1095.687,次はラッシュか普通かｗ,
1095.805,nt！応援しようぜ,
1095.814,いけるよ！がんばれ！,
1095.919,頑張れ！！,
1095.966,がんばれー！,
1096.016,nt,
1096.207,ないとら,
1098.908,頑張れ！！,
1099.285,nt nt,
1099.566,おぺがんば！！,
1099.58,がんばれー！,
1099.624,nt,
1099.692,頑張れ！,
1099.846,オペいいねぇ,
1100.132,がんばれがんばれ！,
1100.315,がんばれみんな,
1101.359,がんばれ,
1101.544,nf,
1103.093,いい武器背負ってんね,
1103.239,頑張れ,
1103.44,ふぁいてぃーん!,
1103.643,がんばれ！,
1104.355,nt,
1105.37,背負い手がんばれ！！,
1105.421,nt,
1105.645,ファイトーー,
1106.217,相手フィジカルつえ,
1106.443,ふぁいてぃん,
1107.174,がんばれー,
1107.917,見守るしかない,
1108.276,がんばれー！,
1108.408,がんばれ！！,
1108.935,楽しんでけ〜！！,
1109.208,ドン座が一番イラン,
1109.336,がんばれ〜！！,
1109.918,がんばれ～！！！,
1110.479,まだまだ！,
1110.945,まあ攻めマやし,
1111.417,がんばれー,
1111.909,がんばれ〜！,
1112.065,背負うか！,
1112.206,みんながんばれー！！,
1112.284,いけー,
1112.56,がんばれ！！,
1114.099,がんばれ〜！,
1114.577,頑張れ！,
1116.035,GO！,
1117.039,ラッシュ多いのにミッドオペ刺さらんくない？,
1119.553,蜻蛉軍団ふぁいてぃん！,
1121.014,勝てる勝てる♡,
1126.18,がんばれー！,
1126.877,がんばれー,
1127.372,これつえーよな〜,
1128.599,スピード感が今までとちげぇな相手,
1130.459,迷わずに,
1131.388,ドン座,
1131.869,いけるぞ,
1136.934,がんばれ！,
1138.364,ヘブンにいいイメージないな,
1143.977,カバー早いな,
1144.049,れちごー,
1144.388,さすロレ,
1145.638,がんばれー！,
1146.486,うえええいｗ,
1147.122,蜻蛉軍団がんばれー,
1147.663,ないす,
1147.782,ナイス,
1149.556,ナイス,
1150,まだこっからよ,
1150.12,ないすわん,
1150.43,おおお,
1151.164,ナイスゥ,
1151.946,ナイス,
1152.118,ナイス,
1152.421,ないす！！,
1152.478,ないす！,
1152.791,ないす,
1153.576,ないす！,
1153.826,ないす！,
1154.014,ナイス,
1154.141,ナイス,
1154.192,ナイス,
1155.015,ないす！,
1155.325,ないけず,
1155.897,ナイス！,
1156.087,ナイス,
1156.354,ないす！,
1156.923,ナイスゥ,
1157.331,ないす,
1157.339,うま,
1157.921,ないす,
1157.906,うおおお,
1158.039,オペの撃ち方ｗ,
1158.028,ないす,
